Title,Year,Source title,Link,Abstract,Author Keywords,Index Keywords
From purchase to recruitment? Exploring how the need to buy consulting services is constructed in the pre-purchase phase,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103503683&doi=10.5465%2fAMBPP.2019.16&partnerID=40&md5=1a2dd9ab206e4958b72ccc82c096df65,[No abstract available],,
Exploring the micro-dynamics of adaptability: A symbolic-interpretative perspective,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103506431&doi=10.5465%2fAMBPP.2019.27&partnerID=40&md5=0eff6b758d55110744e66425c5b3e6a4,"Much of the work in organizations is adaptive: it entails deviations from routines to adjust to the changing contexts. Despite this, the dynamics of adaptive work have been underexplored. Therefore, we explore adaptive work as a micro-dynamic of organizational adaptability through the focus on symbols individuals use in their work. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Microdynamics; Organizational adaptabilities
The impact of leadership diversity among nonprofit organizations,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103509142&doi=10.5465%2fAMBPP.2019.94&partnerID=40&md5=8617351e28d712513a8c7b2fa411d399,[No abstract available],,
Inside jobs: Salary setting for workers crossing organizational and national boundaries,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103511405&doi=10.5465%2fAMBPP.2019.84&partnerID=40&md5=c7702ce6f5b5f273fc6ec4645f7074db,"We analyze how immigrants' mobility across organizational and/or national boundaries is associated with high-salary, high-skill employment. We find within-boundary (internal and domestic) hires are employed in high-base-salary jobs (with higher skill prerequisites). Yet, high bargaining power (external and domestic) hires receive larger salary increases (shaped by greater work experience valuations). © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Base salaries; Work experience; Wages
When and how different types of HR practices promote work well-being more effectively: A contingency approach and person-organization fit perspective,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103504929&doi=10.5465%2fAMBPP.2019.20&partnerID=40&md5=4958f518dff3f2b80b0892220c62a891,[No abstract available],,
Get rich or die trying… Unpacking revenue model choice using machine learning and multiple cases,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103500726&doi=10.5465%2fAMBPP.2019.216&partnerID=40&md5=264ac911b0536d6bf28694f3fd50e248,[No abstract available],,
Relocation with or without you: An attachment theory perspective on expatriate withdrawal,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103500727&doi=10.5465%2fAMBPP.2019.12&partnerID=40&md5=49e83fa88c7c9119a3fc805e711c154a,"Drawing from attachment theory, this study develops and empirically tests a model how geographic separation leads to depression of both expatriates and their partners, expatriates' withdrawal from work and repatriation. Moreover, we argue that trust buffers the negative effects of geographic separation. Results largely provide support for our theoretical model. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Theoretical modeling
Promoting social ventures in institutional voids: The emergence of a transnational entrepreneurial ecosystem for East Africa,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103511928&doi=10.5465%2fAMBPP.2019.178&partnerID=40&md5=4af3d2e194ffb66411f42d333ef644a3,[No abstract available],,
Exploring the hidden curriculum in responsible management education,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103513032&doi=10.5465%2fAMBPP.2019.127&partnerID=40&md5=a9f31f9e7243c40f38040ce4fc359479,"This exploratory study analyzes to what extent the formal and hidden curriculum in responsible management education (RME) are aligned. Based on case study evidence of a “PRME Champion” school, we find that there was poor alignment between the school's explicit RME claims and students' lived experiences and interpretations. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Exploratory studies; Hidden curriculums; Management education; Curricula
Synergistic impacts of entrepreneurial and learning orientations on performance: A meta-analytic approach,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103508966&doi=10.5465%2fAMBPP.2019.156&partnerID=40&md5=665fd3cbae29613e5ce69a561faf110b,[No abstract available],,
The importance of temporal dimension in workforce management: Turnover-hiring synchronization,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103502500&doi=10.5465%2fAMBPP.2019.265&partnerID=40&md5=193898fabbe6faa6c87199c1ca34b483,[No abstract available],,
"When in doubt, act! How entrepreneurs' perceived uncertainty promotes community engagement",2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103501136&doi=10.5465%2fAMBPP.2019.122&partnerID=40&md5=e3e85aad48af789051af0e88d28b4551,[No abstract available],,
The inadvertent internal influence of bottom-up innovation initiatives on international organizations in the digital age,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103505217&doi=10.5465%2fAMBPP.2019.228&partnerID=40&md5=3ed04c9d986bde4adcf8981d4d227ab1,[No abstract available],,
Limitations of the female role modeling approach: Including gender and career success in further research,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103509136&doi=10.5465%2fAMBPP.2019.79&partnerID=40&md5=9e3e69cbc9871496102079e83d481df8,[No abstract available],,
Person-group fit moderating the transformational leadership-contextual performance relationship,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103505450&doi=10.5465%2fAMBPP.2019.198&partnerID=40&md5=79c83ebfda15db8f0ae851c40502d3ab,[No abstract available],,
"Technological discontinuities and dominant designs in the automotive industry: The case of ford, 1896-1914",2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103510046&doi=10.5465%2fAMBPP.2019.257&partnerID=40&md5=5dc90b1a2fb7f2e7b14393ba1d888973,[No abstract available],,
Converging logics? Coopetitive ties and innovation in the early clean transportation industry,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103512223&doi=10.5465%2fAMBPP.2019.148&partnerID=40&md5=30faa764964da751fe1bc5a318e162c3,[No abstract available],,
"Aspirations versus expectations: Performance feedback, analyst forecasts, and corporate downsizing",2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103502460&doi=10.5465%2fAMBPP.2019.164&partnerID=40&md5=952618a698d666a941b14e31a2c3e83e,[No abstract available],,
Profitability of foreign direct investment in global cities and CO-ethnic clusters,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103503671&doi=10.5465%2fAMBPP.2019.241&partnerID=40&md5=a121341ea5a38a36cb882a122447a603,[No abstract available],,
Division of innovative labor and the organization of corporate science and invention,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103503550&doi=10.5465%2fAMBPP.2019.264&partnerID=40&md5=40195c0aabde4417d6e12ae03df66245,"We study how firms organize their research and development activities across business units and the tradeoff in partitioning R&D into “R” and “D. Dividing research and development into separate business units leads to higher quality scientific research, but this science is less useful for the inventive activities of the corporation. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Business units; Corporate science; Research and development; Scientific researches
Opening up the black box: A contingent dual process model of ambidexterity emergence,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103499407&doi=10.5465%2fAMBPP.2019.203&partnerID=40&md5=526ba8104ec1ca4d115068d4adecbbf4,[No abstract available],,
Beyond the paradox: The performance-innovation relationship via the lens of informal institutions,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103510204&doi=10.5465%2fAMBPP.2019.66&partnerID=40&md5=8d184beb22920e4f2865cc15e340b877,[No abstract available],,
The effect of founder industry relatedness experience on new firm growth,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103511415&doi=10.5465%2fAMBPP.2019.97&partnerID=40&md5=87022016ecfe8b32d3f54632b18637a4,[No abstract available],,
Exploring the mechanisms of corporate reputation and financial performance: A meta-analysis,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103512909&doi=10.5465%2fAMBPP.2019.193&partnerID=40&md5=a8bc7d6759064286cd0d8ed15b47ba28,"Using meta-analytic approach, we found that customer support partially mediates the relationship between corporate reputation and performance. We demonstrate the social trend context (before 2000 vs. after 2000), corporate performance measurement (internal financial performance vs. external competitive advantage), and customer support measurement (in-role behaviors vs. ex-role behaviors) moderate the relationship. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Analytic approach; Competitive advantage; Corporate performance; Corporate reputations; Customer support; Financial performance; Meta analysis; Social trend; Competition
Does hospital acquisition lead to quality improvements? The roles of geographic proximity and service line similarity,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103506654&doi=10.5465%2fAMBPP.2019.14&partnerID=40&md5=4b8f2a34c291f3ba798ebd4f75119078,[No abstract available],,
Global framework agreements as substantive commitments to global labor practices in MNES,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103512997&doi=10.5465%2fAMBPP.2019.101&partnerID=40&md5=317c09613d856dcb098cef61f2c67458,[No abstract available],,
Navigating status-authority asymmetry between professions: The case of 911 emergency management,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103498289&doi=10.5465%2fAMBPP.2019.224&partnerID=40&md5=09f31a34dc9f896ebee948c94e54fc3c,[No abstract available],,
Does board turnover enhance firm performance? A contingent approach,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103506894&doi=10.5465%2fAMBPP.2019.91&partnerID=40&md5=28985e95babcfbeca0286366831f16af,[No abstract available],,
Can't see the forest for the trees: Attributional ambiguity and attitudes toward change,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103499813&doi=10.5465%2fAMBPP.2019.141&partnerID=40&md5=7e48b1e9448c0c55f2e82d2f2fa9bcb6,[No abstract available],,
Following the herd? The role of information in entering strategic factor markets,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103511306&doi=10.5465%2fAMBPP.2019.258&partnerID=40&md5=0770de6eb00b462983ba3ba532eb2950,[No abstract available],,
"Schumpeterian entry: Innovation, exporting, and growth aspirations of entrepreneurs",2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103497357&doi=10.5465%2fAMBPP.2019.149&partnerID=40&md5=d96c5b6b286c989377fafe557ff65e78,"Strategic engagements, namely product innovation, process innovation and internationalisation, expose entrepreneurs to learning opportunities, and thereby enhance their growth aspirations. Furthermore, these learning effects are reinforced in knowledge-intensive industrial environments. We apply multilevel random slope estimation for individuals from 74 countries, 2001-2015, to derive results consistent with our hypotheses. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Industrial environments; Internationalisation; Learning effects; Learning opportunity; Process Innovation; Product innovation; Slope estimation
Seed accelerators and information asymmetries: Evidence from corporate venture capital investments,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103505160&doi=10.5465%2fAMBPP.2019.161&partnerID=40&md5=36dd6b7ee21aab25bada9863d6129950,[No abstract available],,
"Strategic alternation of stakeholder salience: Insights from ""Monte dei Paschi di Siena"" (1996-2012)",2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103505678&doi=10.5465%2fAMBPP.2019.247&partnerID=40&md5=ba3380af91cfaeee8fc4f4c5c6bfa77c,[No abstract available],,
Hot strategic cognition: A Review of strategists' affective experiences within strategy formulation,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103503774&doi=10.5465%2fAMBPP.2019.32&partnerID=40&md5=8398f663b5921cba840ee6aac0b24355,"Managerial and organizational cognition (MOC) is making significant contributions to theories of reasoning and judgment, but it is not incorporating emotive/affective components of cognition in favor of more rational/analytical components. Our research conducts a review synthesis of strategists' “hot” experiences with the process that overcomes those one-dimensional results. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Strategy formulations
The impact of local social norms on access to finance: The case of environmental entrepreneurship,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103504745&doi=10.5465%2fAMBPP.2019.38&partnerID=40&md5=a24fb92b2acbfedfdaf2bc27660f372b,"This paper analyses community-level dynamics that may influence VC investment decisions in green entrepreneurship. We suggest an inverted U-shape relation between NPO density and VC staging. Additionally, we test two moderators, reflecting different ways of interpreting local social norms on environmental issues: NPOs' bureaucratization and professionalization and citizen sensitivity. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Environmental issues; Inverted u shapes; Investment decisions; Paper analysis; Social norm; Investments
Developing the genealogy of family business internationalization literature: Review and research agenda,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103510224&doi=10.5465%2fAMBPP.2019.24&partnerID=40&md5=e3db8b9eec34cde3ae2cb900f619b30f,[No abstract available],,
IP protection and post-entry ownership structure: The role of local partners' institutional logics,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103508420&doi=10.5465%2fAMBPP.2019.49&partnerID=40&md5=06e6ae0e25097de91a5cdc19c152bde0,"We theorize that IP protection positively affects post-entry foreign ownership in IJVs by breaking the cost-benefit balance of local partnership. Local partners' institutional logics moderate this effect. Analyzing Japanese investments in China (1999-2007), we find a positive effect, which strengthens when local partners are more politically-driven than economically-driven. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Cost benefits; Institutional logic; IP protection; Ownership structure; Cost benefit analysis
Exploring system features of primary care practice that promote better provider experience,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103511674&doi=10.5465%2fAMBPP.2019.246&partnerID=40&md5=24b37ec6c484dc0f4005073db78414ee,[No abstract available],,
Creative jolts: Responses to existentially threatening feedback along the journeys of early-stage entrepreneurs,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103511718&doi=10.5465%2fAMBPP.2019.244&partnerID=40&md5=8ee1b6a4c181be0d6cf8ffe76b1c3e4b,[No abstract available],,
The role of leader humor in stimulating newcomer proactive socialization behaviors: A perspective from newcomers' authentic self-expression,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103510349&doi=10.5465%2fAMBPP.2019.78&partnerID=40&md5=0fd1e318d9ca630846ddc4900766caf1,[No abstract available],,
Uncovering the scaling of innovations developed by grassroots entrepreneurs in low-income settings,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103498817&doi=10.5465%2fAMBPP.2019.108&partnerID=40&md5=ac7b079f4a0834f83f2953781ebfa714,"This study focuses on how individuals from low-income settings with limited resources engage in entrepreneurship and upscale their businesses. Low-income entrepreneurs operating in resource-scarce settings are typically thought of as informal, operating on a small scale and selling products developed and produced by others. This study investigates the scaling process of these innovative grassroots entrepreneurs. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Low incomes; Scaling process; Small scale
Strategy tools in open strategizing: Blessing or curse for making strategy more actionable?,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103509504&doi=10.5465%2fAMBPP.2019.270&partnerID=40&md5=1fbdf1499d8eb82061c4c7815e1c3557,[No abstract available],,
Corporate philanthropy as a strategic tool for advocacy,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103505308&doi=10.5465%2fAMBPP.2019.284&partnerID=40&md5=ec597e2cea934dc6def766809cfecf3a,[No abstract available],,
"The corporate restructuring imperative: Deviation, performance, and CEO dismissal in the shareholder value era",2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103502556&doi=10.5465%2fAMBPP.2019.4&partnerID=40&md5=99d88f388423ef7bc060a9d8558195cf,"This paper demonstrates that CEO dismissal is a form of penalty that CEOs incur for their record of deviation from historically prevailing norms of behavior during performance downturns. It suggests that that institutional norms enable actors to make sense of performance problems and evaluate managerial competence to resolve those problems. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Corporate restructuring; Performance problems; Shareholder values; Shareholders
Never will I ever: Multilevel mixture cure modeling,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103497694&doi=10.5465%2fAMBPP.2019.226&partnerID=40&md5=87a43495efb7270b50beba960d626fdf,[No abstract available],,
Strategic reorientation in times of crisis: Operationalizing ambidexterity in dual-use technology organizations,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103510115&doi=10.5465%2fAMBPP.2019.223&partnerID=40&md5=1d3ba5826dd8731d334af47693bf549f,[No abstract available],,
Entrepreneurship education for developing student nascent entrepreneur: A practice theory perspective,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103512133&doi=10.5465%2fAMBPP.2019.60&partnerID=40&md5=8ac887ee04f88f9f87e00c9c97ff32ea,[No abstract available],,
Institutional change as a discovery process through the development of awareness,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103504331&doi=10.5465%2fAMBPP.2019.138&partnerID=40&md5=b4b8b43ab3753f5a3f435f79bb727ef0,[No abstract available],,
Social intrapreneurship: Unique challenges and opportunities for future research,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103508251&doi=10.5465%2fAMBPP.2019.188&partnerID=40&md5=dc66c36bee9b6ce05b6184c8d23e1587,[No abstract available],,
From feuding families to networked neighbours: Enhancing collective leadership by embracing strategic ambiguity,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103499636&doi=10.5465%2fAMBPP.2019.68&partnerID=40&md5=8fa4be499b8aa06393a7d0b944a9b56c,[No abstract available],,
When to put the best to rest: Star human capital and firm adaptation,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103497733&doi=10.5465%2fAMBPP.2019.186&partnerID=40&md5=1a5449733d7328b059042698edafcc14,"Firms invest considerable resources into retaining 'star' human capital. While prior work supports this strategy, most studies focus on short-run benefits, raising the question of what happens when stars remain, but environments shift. I develop and test the proposition that retaining stars can hinder firm adaptation to environmental shocks. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Personnel; Considerable resources; Human capitals; Work support; Stars
Do we act as old as we feel? Subjective age and job crafting behaviour in late career employees,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103511723&doi=10.5465%2fAMBPP.2019.172&partnerID=40&md5=095bbd1d95c6c0c22f4063615f7c7726,[No abstract available],,
Business-to-business conflicts and environmental governance in global supply chains,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103497180&doi=10.5465%2fAMBPP.2019.250&partnerID=40&md5=442bc7b6c9e23a7db6b589dab6cc4c8f,[No abstract available],,
Are we in time? An actor-partner interdependence approach toward time pressure,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103505015&doi=10.5465%2fAMBPP.2019.114&partnerID=40&md5=f52341de83894db2bc5cc440e7bbc290,[No abstract available],,
What's the problem? How crowdsourcing contributes to identifying scientific research questions,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103498870&doi=10.5465%2fAMBPP.2019.115&partnerID=40&md5=6ca93e45167d8b427480c86e0950382c,"Crowd involvement in scientific research is mostly limited to tasks that help answer research questions. We examine how the crowd can contribute by identifying the questions that should be studied. Using online and field experiments, we investigate strengths and weaknesses of the crowd compared to scientists and test facilitation mechanisms. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Field experiment; Research questions; Scientific researches; Crowdsourcing
A drop in the bucket: Venture capital and technology spillovers,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103497783&doi=10.5465%2fAMBPP.2019.92&partnerID=40&md5=6d2d415f9a1b9d31094c9ed18ce8ca0b,"The influence that venture capital (VC) directors have on technology spillovers is examined with respect to semiconductor firms. VC directors are found to augment a firm's exploratory search through several mechanisms, including board interlocks, cross-pollination, and VC prominence. The moderating role of financing stage is also examined. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Economic and social effects; Exploratory search; Technology spillovers; Venture Capital; Investments
The impact of informal entrepreneurship on innovation,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103512300&doi=10.5465%2fAMBPP.2019.283&partnerID=40&md5=3e5a29772b0e67f80f72b397a6c721ce,[No abstract available],,
who is seen as a charismatic leader? The role of environemntal features in charisma attributions,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103507158&doi=10.5465%2fAMBPP.2019.237&partnerID=40&md5=b3ad11b7c0e601ca455c9921ae248dd1,[No abstract available],,
Sharing is caring: Outbound open innovation and the subsequent innovation process,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103501294&doi=10.5465%2fAMBPP.2019.254&partnerID=40&md5=02732ca08fc953909447cadb1b03e5ee,"We focus on a setting of a purely outbound open innovation model, where a firm explicitly waives the exclusivity rights of its intellectual assets. We introduce a novel explanation for such a decision, benefits from markets for technology, and explore the consequences on innovation in the liberated technological areas. © 2019 79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019. All rights reserved.",,Innovation process; Intellectual assets; Markets for technology; Open innovation
Navigating paradoxical occupations,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103503474&doi=10.5465%2fAMBPP.2019.173&partnerID=40&md5=0581df03a29d52932d1d16f294b7ae62,[No abstract available],,
"Peer recommendations, consumption variety, and product performance: Evidence from a digital music platform",2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103513078&doi=10.5465%2fAMBPP.2019.144&partnerID=40&md5=616e20cc61bdf6a4e865211978abb2c4,[No abstract available],,
"Star bias, situational awareness, and relational dominance: Evidence from major league baseball umpiring",2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103504562&doi=10.5465%2fAMBPP.2019.1&partnerID=40&md5=342c7ed4d27cb99583093ac562f73d54,[No abstract available],,
Perceptions of transgenerational intentions and nonfamily employees' commitment in family firms,2019,"79th Annual Meeting of the Academy of Management 2019: Understanding the Inclusive Organization, AoM 2019",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103511739&doi=10.5465%2fAMBPP.2019.147&partnerID=40&md5=2e49e280c97ea24812c148c4d21b481d,[No abstract available],,
