Title,Year,Source title,Link,Abstract,Author Keywords,Index Keywords
Predecessor CEO retention as board chair in family and nonfamily firms,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103457295&doi=10.5465%2fAMBPP.2019.153&partnerID=40&md5=b4069c8d87f94034b77b8973ffca1921,[No abstract available],,
Focused organizational identity or multiple organizational identities among nonprofits: Which works better in complex environments?,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103441977&doi=10.5465%2fAMBPP.2019.8&partnerID=40&md5=fdf2a7a9f8b4375346a792ae346c7080,[No abstract available],,
Ambivalent framing and coping process underlying new product development: A case of an established firm,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103441696&doi=10.5465%2fAMBPP.2019.171&partnerID=40&md5=14cd69e3dbdc760e41878dbfde705fd2,[No abstract available],,
Limitations of the female role modeling approach: Including gender and career success in further research,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103437997&doi=10.5465%2fAMBPP.2019.79&partnerID=40&md5=06e1d31bd43e7f58d2c3b714ea6a3ec0,[No abstract available],,
Fear and deinstitutionalization: The case of identity threat by mass immigration,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103449216&doi=10.5465%2fAMBPP.2019.40&partnerID=40&md5=70b9c620f48475b98cd425f537fe7161,[No abstract available],,
When incumbents change their mind: Framing strategic reorientation in emerging fields,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103445137&doi=10.5465%2fAMBPP.2019.269&partnerID=40&md5=5a89ffd674a2e9757c723cff1965f1e9,[No abstract available],,
Effect of venture capital investments on ventures' product failures: Evidence from product recalls in the medical sector,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103447431&doi=10.5465%2fAMBPP.2019.19&partnerID=40&md5=1ffcef48b407896fe7af3c34a1c012df,[No abstract available],,
Integration projects as relational spaces catalyzing acquired middle managers' strategic action,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103450540&doi=10.5465%2fAMBPP.2019.86&partnerID=40&md5=0901578610ab4ae6df8d72c4ffe1ea51,[No abstract available],,
Princess bee effect: The reverse queen bee phenomenon,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103451993&doi=10.5465%2fAMBPP.2019.253&partnerID=40&md5=5004d160ef8a00c076cab47b4c0d1146,[No abstract available],,
"Peer recommendations, consumption variety, and product performance: Evidence from a digital music platform",2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103448361&doi=10.5465%2fAMBPP.2019.144&partnerID=40&md5=97b88094d2088c24bdabb285912aeec9,[No abstract available],,
Are on-demand platforms winner-take-all markets?,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103453659&doi=10.5465%2fAMBPP.2019.150&partnerID=40&md5=4f338af607db95029209252d84c98ddd,[No abstract available],,
"Aspirations versus expectations: Performance feedback, analyst forecasts, and corporate downsizing",2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103441170&doi=10.5465%2fAMBPP.2019.164&partnerID=40&md5=b0c59fb6664a323a03a75d717ff0ebb6,[No abstract available],,
Do exogenous shocks help or hurt innovation performance of alliances? Evidence from ebola outbreak,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103452326&doi=10.5465%2fAMBPP.2019.267&partnerID=40&md5=937fbba36c095b38d76e6f34333d7cef,"Building on attention-based view, we argue that exogenous shocks affect alliance performance by steering managerial attention. We find that while the innovation performance of Ebola alliances formed after the 2014 outbreak increased, performance of Influenza alliances decreased. Our study reveals negative spillover effects of industry shocks among related industry segments. © 2019 AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management. All rights reserved.",,Alliance performance; Attention-based views; Exogenous shocks; Innovation performance; Spillover effects; Diseases
"Not just labels: Text, images and asymmetries in categorization",2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103456886&doi=10.5465%2fAMBPP.2019.197&partnerID=40&md5=b76e162712aee065924dd0dd80adcce5,[No abstract available],,
Global framework agreements as substantive commitments to global labor practices in MNES,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103457055&doi=10.5465%2fAMBPP.2019.101&partnerID=40&md5=9855082549d046bd2ecf8b2e1fb9e7a3,[No abstract available],,
A risk perspective on the relation between investors and the digital infrastructure of startups,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103439891&doi=10.5465%2fAMBPP.2019.189&partnerID=40&md5=2aca12be8898ae9a0e1d43586e8bb5fc,[No abstract available],,
The effect of individual-level cultural values on responses to supply chain disruption,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103459114&doi=10.5465%2fAMBPP.2019.286&partnerID=40&md5=93b1ef930675cb5b8a022c8aa02e09e0,[No abstract available],,
Physical boundaries make psychological boundaries stronger: The impact of physical barriers on employee social relation perceptions and information sharing behavior,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103442939&doi=10.5465%2fAMBPP.2019.177&partnerID=40&md5=e355fba5b5d89bca3d3b323b04503758,[No abstract available],,
The effects of ideological dissonance on lobbying strategy: Investment and the balance between insourcing and outsourcing,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103443467&doi=10.5465%2fAMBPP.2019.130&partnerID=40&md5=d2025cdf3ca6422a4452e0c15fbc5ffd,[No abstract available],,
Following the herd? The role of information in entering strategic factor markets,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103438437&doi=10.5465%2fAMBPP.2019.258&partnerID=40&md5=215f08241077694fee36127d81f6fdc3,[No abstract available],,
How core actors coordinate distal actors in organizational routines,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103441963&doi=10.5465%2fAMBPP.2019.29&partnerID=40&md5=0c92078362d18dc6974e585a2a82ac75,[No abstract available],,
The role of leader humor in stimulating newcomer proactive socialization behaviors: A perspective from newcomers' authentic self-expression,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103452848&doi=10.5465%2fAMBPP.2019.78&partnerID=40&md5=4060a1a851ca304af670e532b7cfa4cf,[No abstract available],,
Person-group fit moderating the transformational leadership-contextual performance relationship,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085396554&doi=10.5465%2fAMBPP.2019.198&partnerID=40&md5=d8c5d7113f7c42f1c2107a8268770321,[No abstract available],,
Who networks? - A meta-analysis of the relationship between netowrking and personality,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082001523&doi=10.5465%2fAMBPP.2019.256&partnerID=40&md5=c5caa48ec2ac1123c3f29a9701666593,[No abstract available],,
The politics of informality in localizing transnational activism in the homeworker network,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094218281&partnerID=40&md5=a4726f53004df697399021e5a711d0ce,"This paper uses a global justice network (GJN) approach to examine the localization of the transnational network for homeworker rights. Through field research in Pakistan, I compare organizing approaches, specifically NGO-advocacy and community unionism, to explore how vulnerability may be transformed into voice and mobility for women homeworkers. © AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management. All rights reserved.",,Field research; Homeworker; Pakistan; Transnational networks
Exploring the micro-dynamics of adaptability: A symbolic-interpretative perspective,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094182399&partnerID=40&md5=8bc179ab563ae436b41fcfd9a49638fc,"Much of the work in organizations is adaptive: it entails deviations from routines to adjust to the changing contexts. Despite this, the dynamics of adaptive work have been underexplored. Therefore, we explore adaptive work as a micro-dynamic of organizational adaptability through the focus on symbols individuals use in their work. © AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management. All rights reserved.",,Microdynamics; Organizational adaptabilities
The retrospective imputation of nefarious intent,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100538157&doi=10.5465%2fAMBPP.2019.33&partnerID=40&md5=63dada4cc655fc2defd0fd1104495735,[No abstract available],,
From litigation to innovation: A firm's ability to litigate and its expansion into new technological domains,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094217465&partnerID=40&md5=1df8f517faafd7e3d6eb4a7105ec3d50,[No abstract available],,
Venture growth and multi-homing expansion: Evidence from open source platform complementors,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092112779&doi=10.5465%2fAMBPP.2019.128&partnerID=40&md5=878c2faa2a6cbbfb59fed7fba3cd74c2,[No abstract available],,
Exploring the mechanisms of corporate reputation and financial performance: A meta-analysis,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084261515&doi=10.5465%2fAMBPP.2019.193&partnerID=40&md5=f50e01bf81aee3d9d36f4f3f080fb78d,"Using meta-analytic approach, we found that customer support partially mediates the relationship between corporate reputation and performance. We demonstrate the social trend context (before 2000 vs. after 2000), corporate performance measurement (internal financial performance vs. external competitive advantage), and customer support measurement (in-role behaviors vs. ex-role behaviors) moderate the relationship. © AOM 2019.All right reserved.",,Analytic approach; Competitive advantage; Corporate performance; Corporate reputations; Customer support; Financial performance; Meta analysis; Social trend; Competition
Antecedents and consequences of supply network enabled innovation: Evidence from toyota,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100541279&doi=10.5465%2fAMBPP.2019.232&partnerID=40&md5=e433093b64e1399d7555e683ad81c2ed,[No abstract available],,
Does FDI presence make domestic firms greener in an emerging economy? The effect of media attention,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082687723&doi=10.5465%2fAMBPP.2019.238&partnerID=40&md5=0163695aec3a9710f27dd6f89abbb483,[No abstract available],,
Consequences of competitor-based thinking: Evidence from participant observation of wargaming,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094185575&partnerID=40&md5=fcb75cfa11bbd040f133abcb516457ff,[No abstract available],,
"Schumpeterian entry: Innovation, exporting, and growth aspirations of entrepreneurs",2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085519546&doi=10.5465%2fAMBPP.2019.149&partnerID=40&md5=609d9adbf0e3cd8ff47309746cc89369,"Strategic engagements, namely product innovation, process innovation and internationalisation, expose entrepreneurs to learning opportunities, and thereby enhance their growth aspirations. Furthermore, these learning effects are reinforced in knowledge-intensive industrial environments. We apply multilevel random slope estimation for individuals from 74 countries, 2001-2015, to derive results consistent with our hypotheses. © AOM 2019.All right reserved.",,Industrial environments; Internationalisation; Learning effects; Learning opportunity; Process Innovation; Product innovation; Slope estimation
"When in doubt, act! How entrepreneurs' perceived uncertainty promotes community engagement",2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078449941&doi=10.5465%2fAMBPP.2019.122&partnerID=40&md5=ccc63115f344047f2fd155bb79333d2e,[No abstract available],,
Becoming a minority scientist: (de-)racialized professional identity construction,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094185696&partnerID=40&md5=e278a0cf29531545600124dee44838cc,[No abstract available],,
Improving creativity over time: Goal orientation and procedural justice impact creative endurance,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094181535&partnerID=40&md5=2d08bd3a2336fd7eed892b7915d2f5b1,[No abstract available],,
That's interesting! or is it? On the incommensurability of academic and practitioner interests,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084717167&partnerID=40&md5=db2a9e0df09f8d9da5ac3f13836d8280,[No abstract available],,
Daily interactions with cynical coworkers affect employee energy and behavior,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094212558&partnerID=40&md5=d951f0ce66edc186271ec1126c784299,[No abstract available],,
The effect of founder industry relatedness experience on new firm growth,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099884346&doi=10.5465%2fAMBPP.2019.97&partnerID=40&md5=18134f0957881042775e44d45ac75f6a,[No abstract available],,
When newcomer voice is (not) heard: The role of newcomer socialization,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083873578&doi=10.5465%2fAMBPP.2019.209&partnerID=40&md5=377c0b6c1ce05cc1972052da789c3767,[No abstract available],,
"Self-enhancing or problem-solving top managers? Low performance, task complexity, and change",2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094214571&partnerID=40&md5=be640fb3f1eb48f6be3f870b0ad0983f,"Performance feedback theory assumes CEOs pursue search and change to improve performance. Self-enhancement theory assumes CEOs reduce search and change to portray a favorable self-image. Reconciling these conflicting predictions, we investigate decision-making contexts that prompt self-enhancing behaviors, namely, product and geographic diversification and bright spots. The hypotheses are largely supported. © AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management. All rights reserved.",,Decision making; Bright spots; Improve performance; Performance feedback; Self enhancements; Task complexity; Top managers; Image enhancement
Who is seen as a charismatic leader? The role of environemntal features in charisma attributions,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092484151&doi=10.5465%2fAMBPP.2019.237&partnerID=40&md5=4ab6a938a8752a562e12549fc5fc9362,[No abstract available],,
Developing entrepreneurial passion for social mission,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096055661&doi=10.5465%2fAMBPP.2019.37&partnerID=40&md5=f80a865d0878e0d2a321efe137aaba67,[No abstract available],,
Applicant perceptions of hiring algorithms - Uniqueness and discrimination experiences as moderators,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096379580&doi=10.5465%2fAMBPP.2019.210&partnerID=40&md5=7bfbb851127039b9090ec3ca7bb0def8,[No abstract available],,
The double-edged effects of top management teams' commitment to the status quo on firms' resolution of organizational crises,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094202734&partnerID=40&md5=eeb926ea6a5ec2a1fb3385e416e48913,[No abstract available],,
Making sense of disruptive technologies in established firms: The case of additive manufacturing,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099415041&doi=10.5465%2fAMBPP.2019.67&partnerID=40&md5=67026826a94015b4af677aa008c30105,[No abstract available],,
Foreign direct investment and human development,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094211299&partnerID=40&md5=58196a1a4bfcbf0390cace889c10ae0e,"We examine the human development consequences of FDI. We propose an inverted-U shaped relationship between inward FDI and human development in a host country. We also suggest this effect weakens with strong host-country institutions. Our analysis, based on a dataset of 139 countries over 15 years, supports our hypotheses. © AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management. All rights reserved.",,Foreign direct investments; Host countries; Human development; U-shaped
Workplace spirituality and incivility at work: A conceptual framework,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091768949&doi=10.5465%2fAMBPP.2019.65&partnerID=40&md5=63d3f109e35bd40da08e0971e688e7e1,[No abstract available],,
Noncompetes and employee mobility,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089509692&doi=10.5465%2fAMBPP.2019.31&partnerID=40&md5=d6c685df21ba7af3dfb5fc90e74a69d9,[No abstract available],,
Seeking socially innovative solutions to complex social problems,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094186290&partnerID=40&md5=f2759a850e5a9a6751598012b39d490c,[No abstract available],,
Variety of R&D governance structures: A transaction cost economics perspective,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087181784&doi=10.5465%2fAMBPP.2019.63&partnerID=40&md5=45c03a4069c138d0077e1f1a38441610,[No abstract available],,
Listening to the buzz: Exploring the link between firm creation and regional relational structures as reflected by social media,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079188094&doi=10.5465%2fAMBPP.2019.206&partnerID=40&md5=d93a52bf167876ebe4b6cbe2c3b0dd06,[No abstract available],,
Characteristics of effective expatriate leaders in Thailand,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094213062&partnerID=40&md5=1e724e58f593dd26349a593049388a11,"Drawing upon the global leadership literature, we explore factors associated with expatriate effectiveness in managing Thais in Thailand. Our analogically-based and semistructured interviews indicated five interrelated themes for success: guiding, bridging, emotionally supporting, socializing, and indirectly communicating. We conclude both global leadership competencies and Thai-specific behaviors are important for success. © AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management. All rights reserved.",,Global leadership; Semi structured interviews; Thailand
Shorter patent pendency without sacrificing quality: The use of examiner's amendments at the USPTO,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095756415&doi=10.5465%2fAMBPP.2019.58&partnerID=40&md5=df87bc8bc9854695bb7a653d1049c547,[No abstract available],,
From chicken-or-egg to platform ecosystem: Mobilizing complementors by creating social focii,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081635981&doi=10.5465%2fAMBPP.2019.76&partnerID=40&md5=8421d896d675b5d5c2f22b65c7eb8d50,[No abstract available],,
Diagnostic and dialogic organization development: Competitive or collaborative focuses of inquiry?,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094205836&partnerID=40&md5=a28cf7ebbf6f556c13f018f47cb8db71,[No abstract available],,
Practice makes perfect: Memory retrieval strategies to improve student academic performance,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085916752&doi=10.5465%2fAMBPP.2019.44&partnerID=40&md5=c7b9404c6767a37bb67f10121aad3381,[No abstract available],,
A helping hand? Intermediary structures for hybrid collaboration,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094187371&partnerID=40&md5=c5ac6c083f2b34cca07efd9eb791c1f0,[No abstract available],,
"Regional path breaking: The role of industry switching, industry diversity, and new knowledge in new venture exit",2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094183879&partnerID=40&md5=d1da54776e20b16ea5f08ae183dc782d,[No abstract available],,
Exploring the influence of digitalization on global talent management,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094203373&partnerID=40&md5=9c73ee0730fca0b16329b3baa384c932,"In parallel with business developments, the scholarly conversation about digitalization of Global Talent Management (GTM) has taken off with the focus on specific aspects of digitalization. We move the scholarly discovery toward the empirical exploration of an impact of digitalization on GTM, and analyze the more all-encompassing transformations of digitalization. © AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management. All rights reserved.",,Business development; Talent management
Eyes on the horizon? Fragmented elites and the short-term focus of the american corporation,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094217809&partnerID=40&md5=263049ecd940244e2a448587016d13ce,"We examine how short-termism results from the dissolution of the corporate network. We argue that the board interlock network served as a collective resource that helped corporate elites to mitigate short-termism. Using three indicators of short-termism, we identify a structural basis for short-termism that links network-based resources to managers' decisions. © AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management. All rights reserved.",,Corporate networks; Network-based; Short term; Structural basis
Performance feedback and information processing: How do organizations regulate risk-taking?,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076472130&doi=10.5465%2fAMBPP.2019.111&partnerID=40&md5=3f548083bb27e32dbec0721b3a5cc655,[No abstract available],,
The target-side acquisition process: Active boards and value-enhancing negotiation decisions,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094200527&partnerID=40&md5=2b7d6cdad1377a420fe5a427a4e582e2,[No abstract available],,
Understanding organizational integrity from an institutional perspective,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084811367&doi=10.5465%2fAMBPP.2019.28&partnerID=40&md5=2bf12deb27af1cec715be0f62e250f2c,"In this paper we set out to offer renewed attention to the important concept of organizational integrity and proposed an institutional perspective. We have taken a social actor conceptualization of organizations (Bromley & Powell, 2015; King et al., 2010) and integrated it with values literature (Bourne & Jenkins, 2013). We have set out to theorize on how the coherence between the values reflected in organizational talk, operational and social structures, and action may be frustrated. This work addresses a significant gap in organization studies research by spotlighting the potential negative outcomes of theoretical models and thus exploring the dark side of organizations (MacLean & Behnam, 2010). © AOM 2019.All right reserved.",,Institutional perspective; Organization studies; Social actors; Social structure
When is chronotype diversity related to team creativity? Team temporal leadership as a moderator,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097543278&doi=10.5465%2fAMBPP.2019.48&partnerID=40&md5=aa972b373db423288cdb661b1be1fa46,[No abstract available],,
Profitability of foreign direct investment in global cities and co-ethnic clusters,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089711728&doi=10.5465%2fAMBPP.2019.241&partnerID=40&md5=4b5c9b401aded56bb26e7fd602772931,[No abstract available],,
AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094211932&partnerID=40&md5=ff5822e13c89075ea293184344258954,"The proceedings contain 20 papers. The topics discussed include: unmasking manly men: the organizational reconstruction of men's identity; contributions of the Gilbreths to the development of management thought; success, failure and the gray zone: how organizations learn or don't from ambiguous experience; how do information and communication technology affect delegation?; the impact of demand-pull and technology-push policies on firms’ knowledge search; and is platform capitalism legit? ask the workers.",,
Covering in cover letters: Gender and self-presentation in job applications,2019,AOM 2019: Understanding the Inclusive Organization - 79th Annual Meeting of the Academy of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099027425&doi=10.5465%2fAMBPP.2019.275&partnerID=40&md5=91125a60ddf15f2158c679811dec2ad6,[No abstract available],,
