"Link","Author Keywords","Index Keywords"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160941441&doi=10.1109%2fNLBSE59153.2023.00018&partnerID=40&md5=34b8bf4fa7f2c25fc821fdb64f333b4a","code generation; computational complexity; GitHub copilot; pre-trained model; trans-former; zero-shot prompting","Codes (symbols); Complex networks; Software design; Zero-shot learning; Code complexity; Codegeneration; Correct code; Github copilot; Language model; Pre-trained model; Run time complexity; Software development process; Trans-former; Zero-shot prompting; Forecasting"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134062961&doi=10.1145%2f3524842.3528470&partnerID=40&md5=064464e66b2b42bf41e33a799a20767a","Codex; Empirical Evaluation; GitHub Copilot; Program Synthesis","Codes (symbols); Natural language processing systems; Code synthesis; Codex; Empirical evaluations; Github copilot; Language description; Language processing; Natural languages; Power; Program synthesis; Understandability; Static analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135245450&doi=10.1145%2f3512290.3528700&partnerID=40&md5=e1cf778dd4faa4484ca175617b7bab4c","Codex; Genetic Programming; GitHub Copilot; Large-Scale Language Models; Program Synthesis; Software Engineering","Benchmarking; Deep learning; Genetic algorithms; Software design; Visual languages; Automatic programs; Benchmark problems; Codex; Github copilot; Language model; Large-scale language model; Large-scales; Performance; Program synthesis; Visual studios; Genetic programming"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132363029&doi=10.1109%2fICSE-Companion55297.2022.9793778&partnerID=40&md5=7a9284a83be4c559ff830b4cb892964c","AI; Copilot; GitHub; Software Development","Software design; Code quality; Condition; Copilot; Empirical studies; Github; Line of codes; Pair-programming; Productivity"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149846412&doi=10.1145%2f3545945.3569830&partnerID=40&md5=e1e811ebafe1697c9a85754817fa8940","academic integrity; code explanation; code generation; introductory programming; novice programming; openai codex; programming exercises; programming patterns; test generation","Education computing; Natural language processing systems; Teaching; Academic integrity; Code explanation; Codegeneration; Introductory programming; Novice programming; Openai codex; Programming exercise; Programming patterns; Programming problem; Test generations; Students"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146925100&doi=10.1145%2f3551349.3560438&partnerID=40&md5=5f0d400aae85b74a30b431c0a57262d6","Copilot; Empirical Study; Eye Tracking; GitHub; Readability","Behavioral research; Codes (symbols); Inspection; Automation bias; Code readability; Copilot; Empirical studies; Eye-tracking; Github; Language model; Readability; Visual Attention; Visual inspection; Eye tracking"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129071886&doi=10.1109%2fSP46214.2022.9833571&partnerID=40&md5=154bcdb7ceffb0552ab4eb417a82952c","Artificial Intelligence (AI); code generation; Common Weakness Enumerations (CWEs); Cybersecurity","Codes (symbols); Computational linguistics; Cybersecurity; Open source software; Open systems; Risk perception; Artificial intelligence; Codegeneration; Common weakness enumeration; Computer codes; Computing system; Condition; Cyber security; Language model; Open-source; Performance; Risk assessment"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159766448&doi=10.1016%2fj.jss.2023.111734&partnerID=40&md5=4ce303b685f57c075850408e58f92998","Code completion; GitHub copilot; Language model; Testing","Software engineering; Algorithmic problems; Automatic programs; Code completions; Github copilot; Industrial product; Language model; Long lasting; MicroSoft; Program synthesis; Programming tasks; Deep learning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143196001&doi=10.1145%2f3558489.3559072&partnerID=40&md5=e3f44b42de4b24928802a1f901edbc99","AI pair programmer; code completion; code generation; empirical study; GitHub Copilot","Open source software; Open systems; AI pair programmer; Code completions; Code generation tools; Codegeneration; Empirical studies; Github copilot; Informal assessments; Initial assessment; Open source projects; Systematic evaluation; Quality control"
